ID,name,score1,score2
5419,Student_5419,60,79
5420,Student_5420,83,88
5421,Student_5421,50,54
5422,Student_5422,76,87
5423,Student_5423,72,93
5424,Student_5424,88,64
5425,Student_5425,78,92
5426,Student_5426,71,87
5427,Student_5427,87,75
5428,Student_5428,86,52
5429,Student_5429,56,80
5430,Student_5430,83,67
5431,Student_5431,54,57
5432,Student_5432,93,98
5433,Student_5433,79,51
5434,Student_5434,100,56
5435,Student_5435,85,55
5436,Student_5436,71,59
5437,Student_5437,91,69
5438,Student_5438,56,65
5439,Student_5439,63,66
5440,Student_5440,96,70
5441,Student_5441,60,67
5442,Student_5442,65,78
5443,Student_5443,92,52
5444,Student_5444,76,62
5445,Student_5445,57,75
5446,Student_5446,51,64
5447,Student_5447,50,59
5448,Student_5448,73,70
5449,Student_5449,50,94
5450,Student_5450,85,98
5451,Student_5451,94,95
5452,Student_5452,52,97
5453,Student_5453,70,50
5454,Student_5454,66,94
5455,Student_5455,57,73
5456,Student_5456,73,82
5457,Student_5457,57,71
5458,Student_5458,56,59
5459,Student_5459,55,55
5460,Student_5460,86,97
5461,Student_5461,69,61
5462,Student_5462,85,69
5463,Student_5463,57,59
5464,Student_5464,52,69
5465,Student_5465,50,82
5466,Student_5466,97,74
5467,Student_5467,100,90
5468,Student_5468,91,59
5469,Student_5469,60,83
5470,Student_5470,98,87
5471,Student_5471,72,52
5472,Student_5472,81,61
5473,Student_5473,51,88
5474,Student_5474,80,87
5475,Student_5475,73,51
5476,Student_5476,93,75
5477,Student_5477,52,94
5478,Student_5478,98,62
5479,Student_5479,89,61
5480,Student_5480,58,98
5481,Student_5481,97,73
5482,Student_5482,98,98
5483,Student_5483,65,78
5484,Student_5484,52,62
5485,Student_5485,95,74
5486,Student_5486,67,74
5487,Student_5487,99,88
5488,Student_5488,57,72
5489,Student_5489,80,75
5490,Student_5490,55,84
5491,Student_5491,64,81
5492,Student_5492,98,69
5493,Student_5493,93,68
5494,Student_5494,66,50
5495,Student_5495,66,91
5496,Student_5496,80,68
5497,Student_5497,65,64
5498,Student_5498,87,78
5499,Student_5499,64,91
5500,Student_5500,75,64
5501,Student_5501,74,51
5502,Student_5502,55,58
5503,Student_5503,77,97
5504,Student_5504,84,87
5505,Student_5505,60,80
5506,Student_5506,63,50
5507,Student_5507,59,56
5508,Student_5508,56,73
5509,Student_5509,50,97
5510,Student_5510,93,80
5511,Student_5511,92,86
5512,Student_5512,94,93
5513,Student_5513,63,100
5514,Student_5514,94,98
5515,Student_5515,61,76
5516,Student_5516,67,94
5517,Student_5517,52,64
5518,Student_5518,56,63
5519,Student_5519,74,64
5520,Student_5520,60,94
5521,Student_5521,89,50
5522,Student_5522,77,87
5523,Student_5523,87,66
5524,Student_5524,97,89
5525,Student_5525,81,67
5526,Student_5526,88,84
5527,Student_5527,51,62
5528,Student_5528,51,99
5529,Student_5529,92,71
5530,Student_5530,88,88
5531,Student_5531,72,76
5532,Student_5532,53,88
5533,Student_5533,53,51
5534,Student_5534,97,71
5535,Student_5535,76,54
5536,Student_5536,54,70
5537,Student_5537,60,98
5538,Student_5538,72,70
5539,Student_5539,87,56
5540,Student_5540,93,66
5541,Student_5541,73,87
5542,Student_5542,70,87
5543,Student_5543,68,51
5544,Student_5544,81,50
5545,Student_5545,58,59
5546,Student_5546,69,96
5547,Student_5547,72,57
5548,Student_5548,72,55
5549,Student_5549,99,61
5550,Student_5550,63,98
5551,Student_5551,83,100
5552,Student_5552,75,98
5553,Student_5553,96,71
5554,Student_5554,62,84
5555,Student_5555,76,75
5556,Student_5556,100,71
5557,Student_5557,69,80
5558,Student_5558,88,51
5559,Student_5559,50,67
5560,Student_5560,98,81
5561,Student_5561,68,89
5562,Student_5562,98,76
5563,Student_5563,56,88
5564,Student_5564,83,89
5565,Student_5565,64,89
5566,Student_5566,96,100
5567,Student_5567,65,84
5568,Student_5568,86,52
5569,Student_5569,71,78
5570,Student_5570,79,58
5571,Student_5571,80,58
5572,Student_5572,76,63
5573,Student_5573,83,96
5574,Student_5574,82,67
5575,Student_5575,60,82
5576,Student_5576,89,94
5577,Student_5577,99,62
5578,Student_5578,57,88
5579,Student_5579,89,57
5580,Student_5580,78,89
5581,Student_5581,95,63
5582,Student_5582,98,52
5583,Student_5583,61,67
5584,Student_5584,63,86
5585,Student_5585,80,68
5586,Student_5586,82,95
5587,Student_5587,53,93
5588,Student_5588,59,71
5589,Student_5589,91,100
5590,Student_5590,96,88
5591,Student_5591,54,56
5592,Student_5592,82,55
5593,Student_5593,93,70
5594,Student_5594,63,89
5595,Student_5595,97,75
5596,Student_5596,69,100
5597,Student_5597,91,72
5598,Student_5598,56,82
5599,Student_5599,80,97
5600,Student_5600,53,90
5601,Student_5601,96,79
5602,Student_5602,58,73
5603,Student_5603,56,88
5604,Student_5604,70,88
5605,Student_5605,61,66
5606,Student_5606,66,87
5607,Student_5607,63,64
5608,Student_5608,97,93
5609,Student_5609,62,50
5610,Student_5610,57,91
5611,Student_5611,51,83
5612,Student_5612,76,71
5613,Student_5613,52,59
5614,Student_5614,91,55
5615,Student_5615,95,74
5616,Student_5616,80,73
5617,Student_5617,76,88
5618,Student_5618,70,66
5619,Student_5619,60,86
5620,Student_5620,98,77
5621,Student_5621,78,54
5622,Student_5622,84,77
5623,Student_5623,79,68
5624,Student_5624,76,100
5625,Student_5625,92,66
5626,Student_5626,75,51
5627,Student_5627,78,63
5628,Student_5628,92,77
5629,Student_5629,54,60
5630,Student_5630,60,78
5631,Student_5631,87,58
5632,Student_5632,85,68
5633,Student_5633,77,71
5634,Student_5634,79,70
5635,Student_5635,74,74
5636,Student_5636,53,71
5637,Student_5637,51,61
5638,Student_5638,82,59
5639,Student_5639,86,63
5640,Student_5640,73,94
5641,Student_5641,53,71
5642,Student_5642,71,96
5643,Student_5643,55,98
5644,Student_5644,85,60
5645,Student_5645,64,77
5646,Student_5646,90,100
5647,Student_5647,54,96
5648,Student_5648,97,71
5649,Student_5649,74,59
5650,Student_5650,55,60
5651,Student_5651,79,67
5652,Student_5652,76,73
5653,Student_5653,62,79
5654,Student_5654,87,71
5655,Student_5655,66,72
5656,Student_5656,80,70
5657,Student_5657,67,91
5658,Student_5658,86,62
5659,Student_5659,99,92
5660,Student_5660,80,58
5661,Student_5661,71,76
5662,Student_5662,67,78
5663,Student_5663,88,80
5664,Student_5664,65,65
5665,Student_5665,77,70
5666,Student_5666,60,62
5667,Student_5667,63,56
5668,Student_5668,76,82
5669,Student_5669,56,75
5670,Student_5670,98,86
5671,Student_5671,69,88
5672,Student_5672,62,100
5673,Student_5673,54,61
5674,Student_5674,85,98
5675,Student_5675,84,55
5676,Student_5676,100,96
5677,Student_5677,73,99
5678,Student_5678,83,67
5679,Student_5679,77,63
5680,Student_5680,94,71
5681,Student_5681,51,95
5682,Student_5682,99,81
5683,Student_5683,76,75
5684,Student_5684,78,54
5685,Student_5685,78,67
5686,Student_5686,97,95
5687,Student_5687,69,89
5688,Student_5688,70,76
5689,Student_5689,93,85
5690,Student_5690,74,96
5691,Student_5691,95,83
5692,Student_5692,65,85
5693,Student_5693,100,50
5694,Student_5694,65,100
5695,Student_5695,70,59
5696,Student_5696,57,95
5697,Student_5697,93,97
5698,Student_5698,68,69
5699,Student_5699,62,50
5700,Student_5700,72,98
5701,Student_5701,83,84
5702,Student_5702,61,96
5703,Student_5703,99,91
5704,Student_5704,68,71
5705,Student_5705,56,76
5706,Student_5706,63,79
5707,Student_5707,55,98
5708,Student_5708,83,64
5709,Student_5709,88,75
5710,Student_5710,83,96
5711,Student_5711,72,83
5712,Student_5712,58,53
5713,Student_5713,84,83
5714,Student_5714,79,92
5715,Student_5715,96,53
5716,Student_5716,52,95
5717,Student_5717,62,71
5718,Student_5718,100,100
5719,Student_5719,96,53
5720,Student_5720,58,53
5721,Student_5721,83,95
5722,Student_5722,93,52
5723,Student_5723,73,64
5724,Student_5724,82,74
5725,Student_5725,63,52
5726,Student_5726,59,59
5727,Student_5727,78,80
5728,Student_5728,70,66
5729,Student_5729,53,58
5730,Student_5730,79,82
5731,Student_5731,76,79
5732,Student_5732,96,56
5733,Student_5733,67,99
5734,Student_5734,59,52
5735,Student_5735,95,72
5736,Student_5736,69,54
5737,Student_5737,64,59
5738,Student_5738,72,53
5739,Student_5739,62,88
5740,Student_5740,78,59
5741,Student_5741,78,88
5742,Student_5742,53,82
5743,Student_5743,76,79
5744,Student_5744,93,85
5745,Student_5745,53,60
5746,Student_5746,91,60
5747,Student_5747,63,52
5748,Student_5748,91,89
5749,Student_5749,53,75
5750,Student_5750,98,83
5751,Student_5751,82,70
5752,Student_5752,73,74
5753,Student_5753,58,87
5754,Student_5754,54,78
5755,Student_5755,98,63
5756,Student_5756,74,70
5757,Student_5757,95,72
5758,Student_5758,69,95
5759,Student_5759,98,85
5760,Student_5760,90,91
5761,Student_5761,90,72
5762,Student_5762,76,82
5763,Student_5763,87,78
5764,Student_5764,51,94
5765,Student_5765,89,69
5766,Student_5766,68,55
5767,Student_5767,67,94
5768,Student_5768,78,73
5769,Student_5769,93,78
5770,Student_5770,98,90
5771,Student_5771,84,94
5772,Student_5772,97,59
5773,Student_5773,70,64
5774,Student_5774,55,81
5775,Student_5775,65,82
5776,Student_5776,68,75
5777,Student_5777,62,90
5778,Student_5778,67,62
5779,Student_5779,88,93
5780,Student_5780,59,71
5781,Student_5781,64,74
5782,Student_5782,93,99
5783,Student_5783,100,50
5784,Student_5784,91,57
5785,Student_5785,92,67
5786,Student_5786,57,79
5787,Student_5787,100,67
5788,Student_5788,56,63
5789,Student_5789,52,81
5790,Student_5790,95,50
5791,Student_5791,62,65
5792,Student_5792,69,85
5793,Student_5793,60,63
5794,Student_5794,55,84
5795,Student_5795,85,92
5796,Student_5796,82,81
5797,Student_5797,91,53
5798,Student_5798,85,91
5799,Student_5799,81,89
5800,Student_5800,95,100
5801,Student_5801,65,76
5802,Student_5802,66,97
5803,Student_5803,63,84
5804,Student_5804,73,51
5805,Student_5805,90,66
5806,Student_5806,72,100
5807,Student_5807,71,62
5808,Student_5808,80,97
5809,Student_5809,55,53
5810,Student_5810,55,95
5811,Student_5811,80,54
5812,Student_5812,97,92
5813,Student_5813,99,100
5814,Student_5814,89,73
5815,Student_5815,60,66
5816,Student_5816,89,58
5817,Student_5817,55,97
5818,Student_5818,80,61
5819,Student_5819,76,100
5820,Student_5820,85,56
5821,Student_5821,70,75
5822,Student_5822,86,60
5823,Student_5823,64,93
5824,Student_5824,72,83
5825,Student_5825,75,73
5826,Student_5826,65,58
5827,Student_5827,88,50
5828,Student_5828,76,54
5829,Student_5829,82,65
5830,Student_5830,98,83
5831,Student_5831,65,64
5832,Student_5832,97,89
5833,Student_5833,97,84
5834,Student_5834,75,53
5835,Student_5835,52,74
5836,Student_5836,56,61
5837,Student_5837,99,85
5838,Student_5838,70,58
5839,Student_5839,71,84
5840,Student_5840,75,71
5841,Student_5841,67,74
5842,Student_5842,83,53
5843,Student_5843,84,84
5844,Student_5844,94,83
5845,Student_5845,79,98
5846,Student_5846,66,61
5847,Student_5847,65,95
5848,Student_5848,77,59
5849,Student_5849,52,60
5850,Student_5850,100,76
5851,Student_5851,80,98
5852,Student_5852,65,83
5853,Student_5853,98,92
5854,Student_5854,74,96
5855,Student_5855,62,60
5856,Student_5856,87,55
5857,Student_5857,50,68
5858,Student_5858,73,58
5859,Student_5859,54,89
5860,Student_5860,51,51
5861,Student_5861,88,71
5862,Student_5862,63,100
5863,Student_5863,84,88
5864,Student_5864,80,56
5865,Student_5865,80,97
5866,Student_5866,82,69
5867,Student_5867,53,67
5868,Student_5868,98,63
5869,Student_5869,99,78
5870,Student_5870,97,67
5871,Student_5871,88,85
5872,Student_5872,68,61
5873,Student_5873,88,64
5874,Student_5874,61,86
5875,Student_5875,80,84
5876,Student_5876,91,62
5877,Student_5877,82,58
5878,Student_5878,91,71
5879,Student_5879,50,67
5880,Student_5880,98,90
5881,Student_5881,93,88
5882,Student_5882,96,69
5883,Student_5883,55,79
5884,Student_5884,92,88
5885,Student_5885,55,54
5886,Student_5886,78,89
5887,Student_5887,71,76
5888,Student_5888,95,94
5889,Student_5889,76,66
5890,Student_5890,53,73
5891,Student_5891,99,53
5892,Student_5892,82,82
5893,Student_5893,63,70
5894,Student_5894,99,80
5895,Student_5895,88,100
5896,Student_5896,85,53
5897,Student_5897,75,72
5898,Student_5898,71,73
5899,Student_5899,97,79
5900,Student_5900,56,68
5901,Student_5901,67,54
5902,Student_5902,98,63
5903,Student_5903,90,55
5904,Student_5904,95,72
5905,Student_5905,63,65
5906,Student_5906,50,93
5907,Student_5907,70,94
5908,Student_5908,89,90
5909,Student_5909,66,56
5910,Student_5910,56,53
5911,Student_5911,57,59
5912,Student_5912,50,74
5913,Student_5913,83,87
5914,Student_5914,81,94
5915,Student_5915,63,76
5916,Student_5916,61,72
5917,Student_5917,52,64
5918,Student_5918,56,86
5919,Student_5919,89,50
5920,Student_5920,72,84
5921,Student_5921,61,93
5922,Student_5922,70,98
5923,Student_5923,78,61
5924,Student_5924,61,85
5925,Student_5925,61,76
5926,Student_5926,78,77
5927,Student_5927,51,98
5928,Student_5928,75,51
5929,Student_5929,86,87
5930,Student_5930,55,51
5931,Student_5931,60,52
5932,Student_5932,77,97
5933,Student_5933,75,84
5934,Student_5934,57,86
5935,Student_5935,55,92
5936,Student_5936,70,55
5937,Student_5937,92,81
5938,Student_5938,80,50
5939,Student_5939,70,67
5940,Student_5940,98,68
5941,Student_5941,53,61
5942,Student_5942,69,73
5943,Student_5943,54,85
5944,Student_5944,80,96
5945,Student_5945,88,80
5946,Student_5946,67,62
5947,Student_5947,56,96
5948,Student_5948,100,69
5949,Student_5949,61,71
5950,Student_5950,60,90
5951,Student_5951,80,91
5952,Student_5952,75,95
5953,Student_5953,88,85
5954,Student_5954,99,90
5955,Student_5955,73,82
5956,Student_5956,73,93
5957,Student_5957,78,75
5958,Student_5958,53,51
5959,Student_5959,88,73
5960,Student_5960,75,68
5961,Student_5961,92,50
5962,Student_5962,75,71
5963,Student_5963,89,98
5964,Student_5964,54,53
5965,Student_5965,89,87
5966,Student_5966,98,84
5967,Student_5967,72,57
5968,Student_5968,50,52
5969,Student_5969,99,72
5970,Student_5970,66,81
5971,Student_5971,94,68
5972,Student_5972,61,55
5973,Student_5973,50,57
5974,Student_5974,60,83
5975,Student_5975,69,55
5976,Student_5976,67,71
5977,Student_5977,78,92
5978,Student_5978,79,86
5979,Student_5979,69,94
5980,Student_5980,51,94
5981,Student_5981,80,70
5982,Student_5982,65,97
5983,Student_5983,70,81
5984,Student_5984,55,74
5985,Student_5985,88,50
5986,Student_5986,83,87
5987,Student_5987,99,56
5988,Student_5988,63,85
5989,Student_5989,51,87
5990,Student_5990,98,56
5991,Student_5991,87,69
5992,Student_5992,87,97
5993,Student_5993,73,51
5994,Student_5994,84,93
5995,Student_5995,88,69
5996,Student_5996,73,66
5997,Student_5997,61,87
5998,Student_5998,82,68
5999,Student_5999,88,90
6000,Student_6000,72,76
6001,Student_6001,73,68
6002,Student_6002,95,89
6003,Student_6003,51,57
6004,Student_6004,83,62
6005,Student_6005,88,55
6006,Student_6006,96,85
6007,Student_6007,76,80
6008,Student_6008,57,62
6009,Student_6009,84,84
6010,Student_6010,92,92
6011,Student_6011,55,66
6012,Student_6012,77,89
6013,Student_6013,58,64
6014,Student_6014,92,79
6015,Student_6015,80,65
6016,Student_6016,94,60
6017,Student_6017,62,54
6018,Student_6018,56,88
6019,Student_6019,100,68
6020,Student_6020,78,100
6021,Student_6021,50,65
6022,Student_6022,73,100
6023,Student_6023,59,83
6024,Student_6024,70,90
6025,Student_6025,67,81
6026,Student_6026,98,74
6027,Student_6027,77,75
6028,Student_6028,78,58
6029,Student_6029,94,80
6030,Student_6030,88,56
6031,Student_6031,50,59
6032,Student_6032,79,53
6033,Student_6033,83,70
6034,Student_6034,58,91
6035,Student_6035,65,72
6036,Student_6036,88,80
6037,Student_6037,99,79
6038,Student_6038,54,69
6039,Student_6039,100,92
6040,Student_6040,74,95
6041,Student_6041,84,73
6042,Student_6042,91,72
6043,Student_6043,93,63
6044,Student_6044,100,58
6045,Student_6045,61,90
6046,Student_6046,86,80
6047,Student_6047,56,57
6048,Student_6048,89,71
6049,Student_6049,100,70
6050,Student_6050,63,100
6051,Student_6051,80,97
6052,Student_6052,67,54
6053,Student_6053,95,68
6054,Student_6054,67,85
6055,Student_6055,72,70
6056,Student_6056,84,58
6057,Student_6057,74,66
6058,Student_6058,79,80
6059,Student_6059,66,81
6060,Student_6060,96,90
6061,Student_6061,58,72
6062,Student_6062,62,88
6063,Student_6063,74,78
6064,Student_6064,56,94
6065,Student_6065,82,86
6066,Student_6066,90,60
6067,Student_6067,50,56
6068,Student_6068,80,82
6069,Student_6069,62,92
6070,Student_6070,86,82
6071,Student_6071,54,100
6072,Student_6072,96,83
6073,Student_6073,96,75
6074,Student_6074,89,94
6075,Student_6075,91,61
6076,Student_6076,95,75
6077,Student_6077,63,86
6078,Student_6078,64,78
6079,Student_6079,63,61
6080,Student_6080,60,82
6081,Student_6081,63,61
6082,Student_6082,97,66
6083,Student_6083,58,68
6084,Student_6084,89,92
6085,Student_6085,64,53
6086,Student_6086,58,79
6087,Student_6087,70,71
6088,Student_6088,83,67
6089,Student_6089,83,57
6090,Student_6090,65,50
6091,Student_6091,92,83
6092,Student_6092,50,91
6093,Student_6093,60,75
6094,Student_6094,96,79
6095,Student_6095,88,55
6096,Student_6096,92,76
6097,Student_6097,89,96
6098,Student_6098,66,98
6099,Student_6099,63,83
6100,Student_6100,58,57
6101,Student_6101,81,100
6102,Student_6102,99,78
6103,Student_6103,67,80
6104,Student_6104,54,65
6105,Student_6105,99,84
6106,Student_6106,80,59
6107,Student_6107,93,93
6108,Student_6108,70,76
6109,Student_6109,82,95
6110,Student_6110,72,85
6111,Student_6111,65,94
6112,Student_6112,81,89
6113,Student_6113,85,91
6114,Student_6114,92,70
6115,Student_6115,63,96
6116,Student_6116,98,60
6117,Student_6117,72,78
6118,Student_6118,61,77
6119,Student_6119,89,75
6120,Student_6120,63,52
6121,Student_6121,92,90
6122,Student_6122,92,89
6123,Student_6123,76,76
6124,Student_6124,94,81
6125,Student_6125,53,64
6126,Student_6126,93,92
6127,Student_6127,93,63
6128,Student_6128,76,74
6129,Student_6129,99,57
6130,Student_6130,100,72
6131,Student_6131,87,52
6132,Student_6132,81,80
6133,Student_6133,56,68
6134,Student_6134,84,63
6135,Student_6135,87,87
6136,Student_6136,100,56
6137,Student_6137,89,56
6138,Student_6138,63,80
6139,Student_6139,52,94
6140,Student_6140,70,100
6141,Student_6141,78,77
6142,Student_6142,77,63
6143,Student_6143,52,64
6144,Student_6144,75,73
6145,Student_6145,82,53
6146,Student_6146,77,96
6147,Student_6147,69,84
6148,Student_6148,100,99
6149,Student_6149,63,82
6150,Student_6150,80,50
6151,Student_6151,83,82
6152,Student_6152,96,87
6153,Student_6153,89,79
6154,Student_6154,68,68
6155,Student_6155,75,63
6156,Student_6156,66,100
6157,Student_6157,95,68
6158,Student_6158,61,70
6159,Student_6159,71,98
6160,Student_6160,65,95
6161,Student_6161,57,84
6162,Student_6162,59,97
6163,Student_6163,74,72
6164,Student_6164,91,95
6165,Student_6165,58,77
6166,Student_6166,89,59
6167,Student_6167,97,71
6168,Student_6168,83,55
6169,Student_6169,50,73
6170,Student_6170,60,99
6171,Student_6171,86,91
6172,Student_6172,78,63
6173,Student_6173,95,68
6174,Student_6174,55,93
6175,Student_6175,69,66
6176,Student_6176,100,79
6177,Student_6177,64,98
6178,Student_6178,99,81
6179,Student_6179,99,89
6180,Student_6180,58,84
6181,Student_6181,54,83
6182,Student_6182,81,99
6183,Student_6183,88,100
6184,Student_6184,83,78
6185,Student_6185,83,78
6186,Student_6186,57,66
6187,Student_6187,77,50
6188,Student_6188,71,51
6189,Student_6189,76,100
6190,Student_6190,56,93
6191,Student_6191,75,95
6192,Student_6192,74,58
6193,Student_6193,58,100
6194,Student_6194,87,70
6195,Student_6195,51,62
6196,Student_6196,77,50
6197,Student_6197,64,74
6198,Student_6198,61,87
6199,Student_6199,93,88
6200,Student_6200,51,72
6201,Student_6201,53,62
6202,Student_6202,92,86
6203,Student_6203,70,68
6204,Student_6204,92,74
6205,Student_6205,59,90
6206,Student_6206,96,52
6207,Student_6207,81,82
6208,Student_6208,84,100
6209,Student_6209,79,55
6210,Student_6210,62,84
6211,Student_6211,58,77
6212,Student_6212,94,74
6213,Student_6213,90,79
6214,Student_6214,65,75
6215,Student_6215,82,63
6216,Student_6216,54,55
6217,Student_6217,52,81
6218,Student_6218,78,75
6219,Student_6219,61,66
6220,Student_6220,94,62
6221,Student_6221,80,73
6222,Student_6222,79,60
6223,Student_6223,81,51
6224,Student_6224,61,94
6225,Student_6225,86,70
6226,Student_6226,73,52
6227,Student_6227,63,68
6228,Student_6228,82,64
6229,Student_6229,51,88
6230,Student_6230,63,78
6231,Student_6231,98,58
6232,Student_6232,96,58
6233,Student_6233,52,53
6234,Student_6234,90,95
6235,Student_6235,94,92
6236,Student_6236,99,50
6237,Student_6237,68,54
6238,Student_6238,94,79
6239,Student_6239,89,85
6240,Student_6240,52,77
6241,Student_6241,93,97
6242,Student_6242,77,57
6243,Student_6243,66,90
6244,Student_6244,97,78
6245,Student_6245,86,90
6246,Student_6246,100,85
6247,Student_6247,89,72
6248,Student_6248,72,66
6249,Student_6249,58,66
6250,Student_6250,70,85
6251,Student_6251,69,62
6252,Student_6252,78,71
6253,Student_6253,85,86
6254,Student_6254,60,79
6255,Student_6255,54,93
6256,Student_6256,75,55
6257,Student_6257,91,51
6258,Student_6258,59,87
6259,Student_6259,88,80
6260,Student_6260,66,81
6261,Student_6261,83,61
6262,Student_6262,63,52
6263,Student_6263,81,65
6264,Student_6264,57,84
6265,Student_6265,93,75
6266,Student_6266,66,65
6267,Student_6267,96,66
6268,Student_6268,94,93
6269,Student_6269,56,71
6270,Student_6270,62,74
6271,Student_6271,88,74
6272,Student_6272,86,97
6273,Student_6273,95,53
6274,Student_6274,79,93
6275,Student_6275,71,68
6276,Student_6276,98,81
6277,Student_6277,96,85
6278,Student_6278,72,87
6279,Student_6279,54,92
6280,Student_6280,80,70
6281,Student_6281,62,83
6282,Student_6282,52,81
6283,Student_6283,98,52
6284,Student_6284,58,71
6285,Student_6285,100,83
6286,Student_6286,58,76
6287,Student_6287,78,51
6288,Student_6288,60,56
6289,Student_6289,81,75
6290,Student_6290,53,57
6291,Student_6291,66,51
6292,Student_6292,56,64
6293,Student_6293,87,92
6294,Student_6294,52,78
6295,Student_6295,65,62
6296,Student_6296,81,91
6297,Student_6297,85,91
6298,Student_6298,61,84
6299,Student_6299,84,76
6300,Student_6300,100,56
6301,Student_6301,85,93
6302,Student_6302,53,96
6303,Student_6303,61,82
6304,Student_6304,86,85
6305,Student_6305,98,97
6306,Student_6306,52,87
6307,Student_6307,88,75
6308,Student_6308,55,99
6309,Student_6309,54,84
6310,Student_6310,73,79
6311,Student_6311,84,84
6312,Student_6312,93,55
6313,Student_6313,93,57
6314,Student_6314,79,56
6315,Student_6315,63,55
6316,Student_6316,66,88
6317,Student_6317,68,57
6318,Student_6318,59,61
6319,Student_6319,54,87
6320,Student_6320,88,53
6321,Student_6321,85,63
6322,Student_6322,76,61
6323,Student_6323,60,72
6324,Student_6324,88,78
6325,Student_6325,63,93
6326,Student_6326,57,76
6327,Student_6327,53,74
6328,Student_6328,65,66
6329,Student_6329,80,84
6330,Student_6330,82,64
6331,Student_6331,82,75
6332,Student_6332,55,62
6333,Student_6333,95,100
6334,Student_6334,83,63
6335,Student_6335,92,67
6336,Student_6336,50,66
6337,Student_6337,94,67
6338,Student_6338,57,90
6339,Student_6339,69,70
6340,Student_6340,84,85
6341,Student_6341,54,81
6342,Student_6342,53,89
6343,Student_6343,70,89
6344,Student_6344,90,63
6345,Student_6345,69,86
6346,Student_6346,95,100
6347,Student_6347,88,97
6348,Student_6348,80,60
6349,Student_6349,93,58
6350,Student_6350,99,76
6351,Student_6351,87,77
6352,Student_6352,81,50
6353,Student_6353,93,61
6354,Student_6354,79,87
6355,Student_6355,89,98
6356,Student_6356,80,83
6357,Student_6357,83,62
6358,Student_6358,77,66
6359,Student_6359,73,92
6360,Student_6360,84,64
6361,Student_6361,63,56
6362,Student_6362,69,63
6363,Student_6363,81,70
6364,Student_6364,99,65
6365,Student_6365,87,86
6366,Student_6366,68,87
6367,Student_6367,90,51
6368,Student_6368,75,61
6369,Student_6369,74,71
6370,Student_6370,72,56
6371,Student_6371,62,63
6372,Student_6372,99,83
6373,Student_6373,82,50
6374,Student_6374,50,81
6375,Student_6375,53,79
6376,Student_6376,74,80
6377,Student_6377,87,75
6378,Student_6378,81,83
6379,Student_6379,64,52
6380,Student_6380,79,86
6381,Student_6381,63,57
6382,Student_6382,58,61
6383,Student_6383,78,100
6384,Student_6384,86,99
6385,Student_6385,98,73
6386,Student_6386,100,50
6387,Student_6387,93,99
6388,Student_6388,88,50
6389,Student_6389,85,87
6390,Student_6390,62,84
6391,Student_6391,61,75
6392,Student_6392,58,98
6393,Student_6393,65,90
6394,Student_6394,83,65
6395,Student_6395,58,71
6396,Student_6396,66,54
6397,Student_6397,56,81
6398,Student_6398,82,64
6399,Student_6399,91,83
6400,Student_6400,69,95
6401,Student_6401,78,54
6402,Student_6402,58,74
6403,Student_6403,57,94
6404,Student_6404,72,82
6405,Student_6405,59,63
6406,Student_6406,51,70
6407,Student_6407,69,72
6408,Student_6408,54,70
6409,Student_6409,96,68
6410,Student_6410,96,89
6411,Student_6411,63,92
6412,Student_6412,54,53
6413,Student_6413,100,56
6414,Student_6414,54,87
6415,Student_6415,95,89
6416,Student_6416,63,66
6417,Student_6417,50,58
6418,Student_6418,87,88
6419,Student_6419,83,79
6420,Student_6420,80,77
6421,Student_6421,60,97
6422,Student_6422,77,90
6423,Student_6423,71,76
6424,Student_6424,63,70
6425,Student_6425,68,73
6426,Student_6426,79,53
6427,Student_6427,61,60
6428,Student_6428,62,83
6429,Student_6429,81,61
6430,Student_6430,69,93
6431,Student_6431,60,50
6432,Student_6432,76,59
6433,Student_6433,84,59
6434,Student_6434,76,63
6435,Student_6435,50,99
6436,Student_6436,59,79
6437,Student_6437,68,67
6438,Student_6438,59,64
6439,Student_6439,79,54
6440,Student_6440,65,80
6441,Student_6441,52,100
6442,Student_6442,82,88
6443,Student_6443,84,71
6444,Student_6444,96,79
6445,Student_6445,60,92
6446,Student_6446,79,51
6447,Student_6447,52,90
6448,Student_6448,78,98
6449,Student_6449,50,58
6450,Student_6450,86,98
6451,Student_6451,82,91
6452,Student_6452,69,57
6453,Student_6453,86,59
6454,Student_6454,82,81
6455,Student_6455,86,60
6456,Student_6456,55,71
6457,Student_6457,72,66
6458,Student_6458,53,62
6459,Student_6459,55,58
6460,Student_6460,81,71
6461,Student_6461,79,76
6462,Student_6462,64,94
6463,Student_6463,58,74
6464,Student_6464,93,64
6465,Student_6465,55,69
6466,Student_6466,97,54
6467,Student_6467,78,65
6468,Student_6468,61,92
6469,Student_6469,88,52
6470,Student_6470,83,78
6471,Student_6471,51,86
6472,Student_6472,66,57
6473,Student_6473,89,72
6474,Student_6474,62,85
6475,Student_6475,63,63
6476,Student_6476,55,96
6477,Student_6477,76,85
6478,Student_6478,77,67
6479,Student_6479,67,67
6480,Student_6480,78,66
6481,Student_6481,50,63
6482,Student_6482,52,66
6483,Student_6483,55,100
6484,Student_6484,62,81
6485,Student_6485,92,82
6486,Student_6486,93,83
6487,Student_6487,99,77
6488,Student_6488,79,97
6489,Student_6489,74,91
6490,Student_6490,63,66
6491,Student_6491,56,79
6492,Student_6492,91,67
6493,Student_6493,51,85
6494,Student_6494,92,57
